CAMPUS,C20GR12N,C20GR12R,C30GR12N,C30GR12R,C40GR12N,C40GR12R,CA0GH12N,CA0GH12R,CA0GM12N,CA0GM12R,CA0GR12N,CA0GR12R,CB0GR12N,CB0GR12R,CH0GR12N,CH0GR12R,CI0GR12N,CI0GR12R,CPEMALLC,CPEMALLP,CPERRA1R,CPERRA2R,CPERRA3R,CPERRA4R,CPERRA5R,CPERRA6R,CPERRA7R,CPERRA8R,CPERRAKR,CPERSA1R,CPERSA2R,CPERSA3R,CPERSA4R,CPERSA5R,CPERSA6R,CPERSA7R,CPERSA8R,CPERSAKR,CPETALLC,CPETASIC,CPETASIP,CPETBILC,CPETBILP,CPETBLAC,CPETBLAP,CPETDISC,CPETDISP,CPETECOC,CPETECOP,CPETG01C,CPETG01P,CPETG02C,CPETG02P,CPETG03C,CPETG03P,CPETG04C,CPETG04P,CPETG05C,CPETG05P,CPETG06C,CPETG06P,CPETG07C,CPETG07P,CPETG08C,CPETG08P,CPETG09C,CPETG09P,CPETG10C,CPETG10P,CPETG11C,CPETG11P,CPETG12C,CPETG12P,CPETGEEC,CPETGEEP,CPETGIFC,CPETGIFP,CPETGKNC,CPETGKNP,CPETGPKC,CPETGPKP,CPETHISC,CPETHISP,CPETINDC,CPETINDP,CPETLEPC,CPETLEPP,CPETNEDC,CPETNEDP,CPETPCIC,CPETPCIP,CPETRSKC,CPETRSKP,CPETSPEC,CPETSPEP,CPETTWOC,CPETTWOP,CPETVOCC,CPETVOCP,CPETWHIC,CPETWHIP,CS0GR12N,CS0GR12R,CW0GR12N,CW0GR12R
"003903140",0,0,0,0,0,0,0,0,2,100,2,100,1,50,0,0,0,0,7,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.7,0,0,1,16.7,1,16.7,1,16.7,2,33.3,0,0,0,0,0,0,0,0,2,33.3,0,0,0,0,6,100,0,0,0,0,6,100,0,0,0,0,4,66.7,2,100,1,50
"003903201",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,65,100,.,.,0,.,.,.,50,33.3,.,.,.,.,.,.,.,0,.,.,7,0,0,0,0,3,42.9,0,0,4,57.1,0,0,0,0,0,0,0,0,0,0,1,14.3,0,0,1,14.3,1,14.3,1,14.3,3,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42.9,0,0,5,71.4,2,28.6,1,14.3,0,0,3,42.9,0,.,0,.
"003904001",1,0.9,0,0,0,0,75,69.4,33,30.6,108,100,3,2.8,5,4.6,0,0,79,14.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,516,1,0.2,3,0.6,16,3.1,16,3,225,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,29.8,143,27.7,127,24.6,92,17.8,0,0,44,8.5,0,0,0,0,25,4.8,3,0.6,3,0.6,291,56.4,0,0,223,43.2,58,11.2,9,1.7,460,89.1,462,89.5,13,12,99,91.7
"003904005",0,0,0,0,0,0,0,0,15,100,15,100,2,13.3,1,6.7,0,0,61,75.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,0,0,0,0,0,0,0,0,27,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,23.3,10,23.3,20,46.5,0,0,0,0,0,0,0,0,8,18.6,0,0,0,0,16,37.2,1,2.3,43,100,7,16.3,1,2.3,39,90.7,33,76.7,2,13.3,12,80
"003904041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,60,12.9,.,.,.,.,.,0,0,1.6,.,.,.,.,.,.,0,0,0,.,424,0,0,2,0.5,6,1.4,11,2.4,198,46.7,0,0,0,0,0,0,0,0,0,0,133,31.4,143,33.7,148,34.9,0,0,0,0,0,0,0,0,0,0,33,7.8,0,0,0,0,34,8,0,0,2,0.5,226,53.3,0,0,168,39.6,49,11.6,5,1.2,72,17,379,89.4,0,.,0,.
"003904101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,62,16,5.5,2.6,1,.,.,.,.,.,3.2,0,0,0,.,.,.,.,.,20,517,2,0.4,9,1.7,17,3.3,0,0,320,61.9,132,25.5,95,18.4,124,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.9,7,1.4,117,22.6,39,7.5,20,3.9,4,0.8,9,1.7,197,38.1,0,0,171,33.1,42,8.1,12,2.3,0,0,462,89.4,0,.,0,.
"003904102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,36,13.1,.,.,.,0,0,.,.,.,.,.,.,.,0,0,.,.,.,.,235,0,0,2,0.9,8,3.4,2,0.7,134,57,0,0,0,0,0,0,117,49.8,118,50.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7.2,0,0,0,0,19,8.1,2,0.9,2,0.9,101,43,0,0,62,26.4,19,8.1,5,2.1,0,0,201,85.5,0,.,0,.
"003905001",1,1.1,0,0,0,0,77,81.1,18,18.9,95,100,13,13.7,51,53.7,0,0,69,13.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,502,1,0.2,29,5.8,76,15.1,23,4.5,353,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,27.9,122,24.3,122,24.3,118,23.5,0,0,31,6.2,0,0,0,0,245,48.8,0,0,30,6,149,29.7,0,0,321,63.9,58,11.6,9,1.8,455,90.6,171,34.1,10,10.5,30,31.6
"003905004",0,0,0,0,0,0,2,10,18,90,20,100,5,25,7,35,0,0,31,96.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,1,20,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,20,3,60,0,0,0,0,0,0,0,0,2,40,0,0,0,0,3,60,0,0,5,100,0,0,0,0,0,0,2,40,0,0,8,40
"003905041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,35,8.1,.,.,.,.,.,0,0,0.8,.,.,.,.,.,.,0,0,0,.,277,1,0.4,18,6.5,32,11.6,3,0.7,210,75.8,0,0,0,0,0,0,0,0,0,0,0,0,135,48.7,142,51.3,0,0,0,0,0,0,0,0,0,0,15,5.4,0,0,0,0,154,55.6,1,0.4,24,8.7,67,24.2,0,0,126,45.5,32,11.6,2,0.7,0,0,87,31.4,0,.,0,.
"003905101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,51,8.4,.,4.9,2.4,0.7,0.9,.,.,.,.,0,12.5,14.3,9.1,0,.,.,0,.,591,1,0.2,163,27.6,67,11.3,0,0,435,73.6,148,25,137,23.2,149,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,154,26.1,3,0.5,315,53.3,0,0,171,28.9,156,26.4,0,0,295,49.9,34,5.8,9,1.5,0,0,199,33.7,0,.,0,.
"003905102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,17,11.6,1.6,.,.,.,.,.,.,.,3.8,62.5,.,.,.,.,.,.,.,11.1,207,1,0.5,67,32.4,25,12.1,0,0,170,82.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,100,127,61.4,0,0,68,32.9,37,17.9,0,0,79,38.2,2,1,1,0.5,0,0,53,25.6,0,.,0,.
"003905103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,414,0,0,59,14.3,41,9.9,0,.,283,68.4,0,0,3,0.7,0,0,129,31.2,156,37.7,125,30.2,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,26,6.3,0,0,0,0,219,52.9,1,0.2,63,15.2,131,31.6,0,0,171,41.3,29,7,11,2.7,0,0,142,34.3,0,.,0,.
"003906001",1,3.4,0,0,0,0,27,93.1,2,6.9,29,100,0,0,0,0,0,0,44,17.3,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,224,0,0,0,0,0,0,1,0.4,125,55.8,0,0,0,0,0,0,0,0,0,0,31,13.8,39,17.4,28,12.5,31,13.8,37,16.5,25,11.2,33,14.7,0,0,12,5.4,0,0,0,0,10,4.5,1,0.4,0,0,99,44.2,0,0,90,40.2,28,12.5,9,4,110,49.1,204,91.1,29,100,28,96.6
"003906101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,42,21.4,7.4,2.9,0,0,0,.,.,.,8.8,0,0,0,0,0,.,.,.,.,217,0,0,0,0,2,0.9,0,0,139,64.1,31,14.3,29,13.4,34,15.7,35,16.1,36,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.3,26,12,26,12,8,3.7,2,0.9,0,0,78,35.9,0,0,71,32.7,18,8.3,7,3.2,0,0,198,91.2,0,.,0,.
"003907001",0,0,1,0.9,0,0,82,72.6,31,27.4,113,100,3,2.7,16,14.2,1,0.9,63,13.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,419,0,0,2,0.5,13,3.1,15,3.2,183,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,30.1,97,23.2,100,23.9,96,22.9,0,0,20,4.8,0,0,0,0,57,13.6,0,0,2,0.5,236,56.3,0,0,134,32,61,14.6,5,1.2,342,81.6,344,82.1,24,21.2,92,81.4
"003907004",0,0,0,0,0,0,0,0,10,100,10,100,1,10,4,40,0,0,20,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,0,0,0,0,0,0,0,0,2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33.3,4,66.7,0,0,0,0,0,0,0,0,1,16.7,1,16.7,0,0,4,66.7,0,0,5,83.3,1,16.7,0,0,0,0,4,66.7,0,0,5,50
"003907041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,63,14.9,.,.,.,.,.,0,0,0.9,.,.,.,.,.,.,0,12.5,0,.,369,1,0.3,1,0.3,22,6,14,3.3,185,50.1,0,0,0,0,0,0,0,0,0,0,107,29,131,35.5,131,35.5,0,0,0,0,0,0,0,0,0,0,21,5.7,0,0,0,0,62,16.8,2,0.5,2,0.5,184,49.9,0,0,78,21.1,29,7.9,2,0.5,0,0,280,75.9,0,.,0,.
"003907102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,94,15.8,3.4,0.9,0.9,0,0,.,.,.,4.3,33.3,0,8.3,0,0,.,.,.,40,746,0,0,49,6.6,50,6.7,1,0.1,483,64.7,123,16.5,102,13.7,117,15.7,128,17.2,111,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,30,4,115,15.4,49,6.6,143,19.2,6,0.8,49,6.6,263,35.3,0,0,221,29.6,47,6.3,13,1.7,0,0,534,71.6,0,.,0,.
"004901001",2,1,9,4.5,0,0,180,89.6,21,10.4,201,100,3,1.5,63,31.3,2,1,182,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,907,34,3.7,9,1,9,1,88,8.7,424,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,27.3,253,27.9,200,22.1,206,22.7,0,0,38,4.2,0,0,0,0,351,38.7,4,0.4,9,1,483,53.3,0,0,423,46.6,83,9.2,11,1.2,765,84.3,498,54.9,26,12.9,122,60.7
"004901041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,133,16.6,.,.,.,.,.,0.9,0.9,0.5,.,.,.,.,.,.,0,0,0,.,757,17,2.2,14,1.8,13,1.7,66,8.2,433,57.2,0,0,0,0,0,0,0,0,0,0,255,33.7,267,35.3,235,31,0,0,0,0,0,0,0,0,0,0,29,3.8,0,0,0,0,289,38.2,4,0.5,14,1.8,324,42.8,0,0,269,35.5,57,7.5,14,1.8,51,6.7,420,55.5,0,.,0,.
"004901101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,82,16,.,.,.,0.5,0.9,.,.,.,.,.,.,.,0,10,.,.,.,.,426,9,2.1,26,6.1,6,1.4,13,2.5,262,61.5,0,0,0,0,0,0,208,48.8,218,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5.6,0,0,0,0,176,41.3,1,0.2,26,6.1,164,38.5,0,0,131,30.8,45,10.6,12,2.8,0,0,222,52.1,0,.,0,.
"004901102",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,3.3,.,.,.,.,.,.,.,.,28.6,333,4,1.2,16,4.8,3,0.9,0,0,236,70.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9,0,0,252,75.7,78,23.4,148,44.4,2,0.6,16,4.8,97,29.1,0,0,237,71.2,31,9.3,12,3.6,0,0,164,49.2,0,.,0,.
"004901103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,154,19.3,5.5,3.3,2.4,.,.,.,.,.,.,8,0,0,.,.,.,.,.,.,738,12,1.6,48,6.5,7,0.9,8,1,472,64,235,31.8,240,32.5,263,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.3,0,0,0,0,310,42,2,0.3,48,6.5,266,36,0,0,351,47.6,55,7.5,19,2.6,0,0,388,52.6,0,.,0,.
"005901001",0,0,0,0,0,0,17,43.6,22,56.4,39,100,0,0,2,5.1,0,0,25,10,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,0,.,238,0,0,0,0,2,0.8,1,0.4,73,30.7,0,0,0,0,0,0,0,0,0,0,0,0,41,17.2,43,18.1,42,17.6,43,18.1,33,13.9,36,15.1,0,0,18,7.6,0,0,0,0,11,4.6,3,1.3,0,0,165,69.3,0,0,70,29.4,18,7.6,10,4.2,109,45.8,212,89.1,9,23.1,37,94.9
"005901101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,28,11.9,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,.,.,.,250,0,0,2,0.8,0,0,1,0.3,101,40.4,31,12.4,30,12,42,16.8,33,13.2,33,13.2,32,12.8,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,19,7.6,31,12.4,16,6.4,23,9.2,2,0.8,2,0.8,149,59.6,0,0,58,23.2,24,9.6,8,3.2,0,0,217,86.8,0,.,0,.
"005902001",0,0,0,0,0,0,45,77.6,13,22.4,58,100,0,0,3,5.2,0,0,25,8.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,269,0,0,0,0,1,0.4,4,1.4,62,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,23.4,67,24.9,73,27.1,66,24.5,0,0,11,4.1,0,0,0,0,12,4.5,4,1.5,0,0,207,77,0,0,59,21.9,22,8.2,1,0.4,209,77.7,251,93.3,4,6.9,55,94.8
"005902041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,21,9.7,.,.,.,.,.,0,2.9,0,.,.,.,.,.,.,0,0,0,.,220,0,0,0,0,4,1.8,1,0.5,64,29.1,0,0,0,0,0,0,0,0,0,0,67,30.5,71,32.3,82,37.3,0,0,0,0,0,0,0,0,0,0,9,4.1,0,0,0,0,14,6.4,1,0.5,0,0,156,70.9,0,0,68,30.9,21,9.5,1,0.5,0,0,200,90.9,0,.,0,.
"005902101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,35,10.3,1.9,1.8,0,0,0,.,.,.,2.3,11.1,0,0,0,0,.,.,.,16.7,398,1,0.3,2,0.5,0,0,0,0,143,35.9,52,13.1,64,16.1,62,15.6,66,16.6,67,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8,10,2.5,62,15.6,22,5.5,35,8.8,2,0.5,2,0.5,255,64.1,0,0,118,29.6,36,9,6,1.5,0,0,354,88.9,0,.,0,.
"005904001",1,2.4,0,0,0,0,33,80.5,8,19.5,41,100,0,0,10,24.4,1,2.4,7,4.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,161,1,0.6,3,1.9,0,0,0,0,66,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27.3,41,25.5,42,26.1,34,21.1,0,0,18,11.2,0,0,0,0,34,21.1,1,0.6,3,1.9,95,59,0,0,41,25.5,13,8.1,2,1.2,154,95.7,123,76.4,5,12.2,29,70.7
"005904041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2,1.7,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,113,0,0,3,2.7,0,0,1,0.9,50,44.2,0,0,0,0,0,0,0,0,0,0,35,31,41,36.3,37,32.7,0,0,0,0,0,0,0,0,0,0,10,8.8,0,0,0,0,35,31,1,0.9,3,2.7,63,55.8,0,0,31,27.4,7,6.2,0,0,25,22.1,77,68.1,0,.,0,.
"005904101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,8,5.2,0,0,0,0,0,.,.,.,7.1,0,0,0,0,0,.,.,.,0,202,0,0,37,18.3,0,0,0,0,90,44.6,28,13.9,29,14.4,30,14.9,30,14.9,36,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,33,16.3,16,7.9,61,30.2,2,1,37,18.3,112,55.4,0,0,98,48.5,13,6.4,0,0,0,0,139,68.8,0,.,0,.
"006902001",0,0,0,0,0,0,34,100,0,0,34,100,0,0,1,2.9,0,0,24,11.5,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,198,0,0,0,0,4,2,3,1.4,57,28.8,0,0,0,0,0,0,0,0,0,0,30,15.2,30,15.2,27,13.6,31,15.7,25,12.6,30,15.2,25,12.6,0,0,14,7.1,0,0,0,0,24,12.1,0,0,0,0,141,71.2,0,0,66,33.3,26,13.1,1,0.5,106,53.5,169,85.4,3,8.8,33,97.1
"006902101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,17,12.2,7.7,0,0,0,0,.,.,.,20,0,0,0,0,0,.,.,.,100,168,0,0,3,1.8,6,3.6,0,0,94,56,29,17.3,29,17.3,17,10.1,32,19,20,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13.7,18,10.7,23,13.7,2,1.2,3,1.8,74,44,0,0,70,41.7,19,11.3,7,4.2,0,0,130,77.4,0,.,0,.
"007901001",0,0,0,0,0,0,29,85.3,5,14.7,34,100,0,0,33,97.1,0,0,19,12.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,139,1,0.7,9,6.5,0,0,2,1.3,96,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29.5,41,29.5,26,18.7,31,22.3,0,0,1,0.7,0,0,0,0,115,82.7,2,1.4,9,6.5,43,30.9,0,0,96,69.1,16,11.5,0,0,120,86.3,21,15.1,3,8.8,1,2.9
"007901041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,28,15.4,.,.,.,.,0,0,11.1,7.9,.,.,.,.,.,0,0,0,0,.,167,0,0,10,6,2,1.2,6,3.3,127,76,0,0,0,0,0,0,0,0,37,22.2,50,29.9,39,23.4,41,24.6,0,0,0,0,0,0,0,0,0,0,6,3.6,0,0,0,0,151,90.4,0,0,10,6,40,24,0,0,125,74.9,6,3.6,1,0.6,0,0,13,7.8,0,.,0,.
"007901101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,27,17.1,8.6,9.1,0,0,.,.,.,.,0,50,0,0,0,.,.,.,.,.,196,0,0,12,6.1,1,0.5,0,0,133,67.9,39,19.9,35,17.9,31,15.8,32,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.6,36,18.4,23,11.7,164,83.7,0,0,12,6.1,63,32.1,0,0,72,36.7,8,4.1,0,0,0,0,31,15.8,0,.,0,.
"007902001",1,1.3,1,1.3,0,0,66,82.5,14,17.5,80,100,0,0,45,56.3,0,0,67,15.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,406,2,0.5,3,0.7,1,0.2,14,3.3,195,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,27.8,115,28.3,104,25.6,74,18.2,0,0,34,8.4,0,0,0,0,236,58.1,0,0,3,0.7,211,52,1,0.2,186,45.8,30,7.4,2,0.5,390,96.1,164,40.4,7,8.8,33,41.3
"007902005",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,118,100,.,.,.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,.,9,0,0,0,0,0,0,0,0,4,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33.3,2,22.2,2,22.2,2,22.2,0,0,0,0,0,0,0,0,0,0,8,88.9,0,0,0,0,5,55.6,0,0,9,100,2,22.2,0,0,0,0,1,11.1,0,.,0,.
"007902006",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0,0,0,0,0,0,0,.,2,66.7,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,1,33.3,0,0,3,100,1,33.3,0,0,2,66.7,2,66.7,0,.,0,.
"007902041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,56,14.5,.,.,.,.,.,4.6,0.8,0,.,.,.,.,.,.,12.5,0,0,.,364,1,0.3,4,1.1,2,0.5,8,2.1,192,52.7,0,0,0,0,0,0,0,0,0,0,108,29.7,123,33.8,133,36.5,0,0,0,0,0,0,0,0,0,0,24,6.6,0,0,0,0,212,58.2,2,0.5,4,1.1,172,47.3,0,0,144,39.6,20,5.5,6,1.6,31,8.5,141,38.7,0,.,0,.
"007902101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,87,14.6,2.1,1.2,2,0,0,.,.,.,3.1,12.5,0,0,5,0,.,.,.,0,688,0,0,22,3.2,4,0.6,4,0.5,414,60.2,109,15.8,102,14.8,109,15.8,111,16.1,124,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.6,110,16,23,3.3,411,59.7,1,0.1,24,3.5,274,39.8,0,0,228,33.1,59,8.6,8,1.2,0,0,264,38.4,0,.,0,.
"007904001",0,0,0,0,0,0,114,91.9,10,8.1,124,100,3,2.4,83,66.9,1,0.8,93,16.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,531,0,0,12,2.3,7,1.3,9,1.6,352,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,26.7,141,26.6,131,24.7,117,22,0,0,37,7,0,0,0,0,416,78.3,0,0,13,2.4,179,33.7,0,0,240,45.2,32,6,4,0.8,462,87,104,19.6,11,8.9,37,29.8
"007904002",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,34,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,2,40,1,20,1,20,0,0,0,0,1,20,0,0,0,0,2,40,0,0,0,0,3,60,0,0,0,0,2,40,0,0,5,100,1,20,0,0,0,0,2,40,0,.,0,.
"007904041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,63,16,.,.,.,.,.,0,0,0,.,.,.,.,.,.,0,0,0,.,371,0,0,30,8.1,3,0.8,19,4.8,256,69,0,0,0,0,0,0,0,0,0,0,126,34,135,36.4,110,29.6,0,0,0,0,0,0,0,0,0,0,23,6.2,0,0,0,0,295,79.5,2,0.5,30,8.1,115,31,0,0,184,49.6,20,5.4,2,0.5,82,22.1,69,18.6,0,.,0,.
"007904101",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,89,16,.,0.8,0,0,0,.,.,.,.,.,0,0,0,0,.,.,.,.,487,0,0,42,8.6,7,1.4,0,0,333,68.4,0,0,120,24.6,130,26.7,129,26.5,108,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5.7,0,0,0,0,391,80.3,3,0.6,42,8.6,154,31.6,0,0,161,33.1,21,4.3,0,0,0,0,86,17.7,0,.,0,.
"007904103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,30,21,3.4,.,.,.,.,.,.,.,5.3,0,.,.,.,.,.,.,.,0,342,0,0,31,9.1,1,0.3,0,0,271,79.2,124,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9,126,36.8,92,26.9,272,79.5,2,0.6,39,11.4,71,20.8,3,0.9,139,40.6,24,7,0,0,0,0,64,18.7,0,.,0,.
"007905001",3,1.6,0,0,0,0,154,82.4,33,17.6,187,100,0,0,113,60.4,1,0.5,175,17.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,962,5,0.5,12,1.2,3,0.3,62,6.1,532,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,29.3,250,26,228,23.7,202,21,0,0,69,7.2,0,0,0,0,652,67.8,4,0.4,12,1.2,430,44.7,0,0,446,46.4,98,10.2,3,0.3,762,79.2,295,30.7,33,17.6,70,37.4
"007905005",0,0,0,0,0,0,7,77.8,2,22.2,9,100,0,0,8,88.9,0,0,43,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,0,0,0,0,0,0,0,0,5,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37.5,6,37.5,4,25,0,0,0,0,0,0,0,0,12,75,0,0,0,0,11,68.8,0,0,15,93.8,2,12.5,0,0,0,0,4,25,1,11.1,1,11.1
"007905007",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,0,0,1,7.1,0,0,0,.,10,71.4,0,0,0,0,0,0,0,0,0,0,0,0,3,21.4,5,35.7,1,7.1,2,14.3,3,21.4,0,0,0,0,0,0,0,0,0,0,10,71.4,0,0,1,7.1,4,28.6,0,0,14,100,3,21.4,0,0,6,42.9,4,28.6,0,.,0,.
"007905041",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,112,19.5,.,.,.,.,.,.,2.6,0.8,.,.,.,.,.,.,.,5.3,0,.,523,0,0,9,1.7,1,0.2,33,5.8,315,60.2,0,0,0,0,0,0,0,0,0,0,0,0,278,53.2,245,46.8,0,0,0,0,0,0,0,0,0,0,29,5.5,0,0,0,0,360,68.8,2,0.4,9,1.7,208,39.8,0,0,167,31.9,42,8,3,0.6,84,16.1,157,30,0,.,0,.
"007905103",0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,71,13.2,.,.,1,0.8,.,.,.,.,.,.,.,0,0,.,.,.,.,.,759,1,0.1,21,2.8,3,0.4,0,0,506,66.7,0,0,244,32.1,282,37.2,233,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,0,515,67.9,1,0.1,21,2.8,253,33.3,0,0,436,57.4,58,7.6,10,1.3,0,0,229,30.2,0,.,0,.
