DISTRICT,D20GR15N,D20GR15R,D30GR15N,D30GR15R,D40GR15N,D40GR15R,DA0GA15N,DA0GA15P,DA0GE15N,DA0GE15P,DA0GH15N,DA0GH15P,DA0GM15N,DA0GM15P,DA0GN15N,DA0GN15P,DA0GR15N,DA0GR15R,DB0GR15N,DB0GR15R,DE0GR15N,DE0GR15R,DH0GR15N,DH0GR15R,DI0GR15N,DI0GR15R,DL0GR15N,DL0GR15R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DR0GR15N,DR0GR15R,DS0GR15N,DS0GR15R,DW0GR15N,DW0GR15R
"043908",2,1.5,2,1.5,0,0,0,0,0,0,107,81.7,24,18.3,0,0,131,100,7,5.3,18,13.7,18,13.7,4,3.1,1,0.8,2327,24,1,144,6.2,15,0.7,388,16.7,414,17.8,23,1,70,3,1939,83.3,3,0.1,375,16.1,74,3.2,1645,70.7,23,17.6,14,10.7,98,74.8
"043910",124,3.2,814,21.1,5,0.1,4,0.1,0,0,3093,80.1,743,19.2,22,0.6,3862,100,424,11,796,20.6,714,18.5,11,0.3,89,2.3,54322,12374,22.8,6510,12,348,0.6,15578,28.7,12942,23.8,147,0.3,7359,13.5,38744,71.3,47,0.1,14071,25.9,1961,3.6,20341,37.4,408,10.6,259,6.7,1770,45.8
"043911",6,2.7,1,0.5,0,0,24,10.9,0,0,155,70.1,42,19,0,0,221,100,14,6.3,108,48.9,82,37.1,0,0,3,1.4,3859,22,0.6,220,5.7,42,1,2081,53.9,1730,44.8,21,0.5,665,17.2,1778,46.1,4,0.1,1640,42.5,115,3,1747,45.3,48,21.7,20,9,118,53.4
"043912",6,1.5,9,2.2,2,0.5,22,5.4,0,0,342,84,41,10.1,2,0.5,407,100,35,8.6,34,8.4,50,12.3,3,0.7,4,1,8254,296,3.6,606,7.3,21,0.3,549,6.7,1032,12.5,48,0.6,280,3.4,7705,93.3,11,0.1,1493,18.1,392,4.7,5869,71.1,67,16.5,23,5.7,302,74.2
"043914",19,2.2,60,7,1,0.1,0,0,3,0.3,706,82.3,149,17.4,0,0,858,100,134,15.6,197,23,192,22.4,7,0.8,15,1.7,14562,1259,8.6,2036,14,123,0.8,3957,27.2,3168,21.8,104,0.7,1484,10.2,10605,72.8,37,0.3,4861,33.4,469,3.2,7489,51.4,322,37.5,51,5.9,445,51.9
"043917",0,0,0,0,0,0,0,0,0,0,36,73.5,13,26.5,0,0,49,100,0,0,22,44.9,7,14.3,0,0,0,0,699,1,0.1,0,0,4,0.5,389,55.7,157,22.5,5,0.7,63,9,310,44.3,0,0,193,27.6,16,2.3,520,74.4,19,38.8,3,6.1,42,85.7
"043918",0,0,1,1,0,0,0,0,0,0,92,89.3,11,10.7,0,0,103,100,3,2.9,27,26.2,17,16.5,1,1,1,1,1916,24,1.3,108,5.6,23,1.2,838,43.7,587,30.6,12,0.6,278,14.5,1078,56.3,2,0.1,684,35.7,49,2.6,1134,59.2,28,27.2,7,6.8,81,78.6
"043919",9,3.5,8,3.1,0,0,0,0,0,0,250,96.9,8,3.1,0,0,258,100,3,1.2,5,1.9,22,8.5,0,0,0,0,3925,226,5.8,82,2.1,13,0.3,109,2.8,317,8.1,26,0.7,42,1.1,3816,97.2,2,0.1,379,9.7,162,4.1,3110,79.2,21,8.1,8,3.1,216,83.7
"044902",0,0,0,0,0,0,0,0,0,0,32,82.1,5,12.8,2,5.1,39,100,1,2.6,17,43.6,14,35.9,2,5.1,0,0,593,0,0,18,3,0,0,354,59.7,304,51.3,0,0,53,8.9,239,40.3,0,0,258,43.5,9,1.5,262,44.2,6,15.4,2,5.1,22,56.4
"045902",0,0,1,0.8,0,0,0,0,0,0,89,73,33,27,0,0,122,100,12,9.8,44,36.1,34,27.9,0,0,4,3.3,1596,8,0.5,210,13.2,23,1.3,940,58.9,665,41.7,5,0.3,174,10.9,656,41.1,0,0,822,51.5,27,1.7,681,42.7,32,26.2,10,8.2,75,61.5
"045903",0,0,0,0,0,0,0,0,0,0,54,77.1,16,22.9,0,0,70,100,15,21.4,42,60,39,55.7,1,1.4,0,0,1316,4,0.3,262,19.9,45,3.3,975,74.1,729,55.4,2,0.2,128,9.7,341,25.9,0,0,610,46.4,17,1.3,302,22.9,43,61.4,13,18.6,15,21.4
"045905",1,1.9,0,0,0,0,0,0,0,0,47,90.4,3,5.8,2,3.8,52,100,8,15.4,22,42.3,18,34.6,0,0,3,5.8,635,1,0.2,77,12.1,1,0.1,299,47.1,263,41.4,0,0,99,15.6,336,52.9,0,0,240,37.8,19,3,275,43.3,19,36.5,3,5.8,25,48.1
"046802",0,0,0,0,0,0,0,0,0,0,1,50,1,50,0,0,2,100,0,0,2,100,0,0,0,0,0,0,496,1,0.2,68,13.7,0,0,496,100,224,45.2,2,0.4,78,15.7,0,0,0,0,496,100,11,2.2,190,38.3,2,100,0,0,2,100
"046901",7,1.1,3,0.5,0,0,0,0,0,0,573,91,57,9,0,0,630,100,14,2.2,150,23.8,248,39.4,6,1,20,3.2,8438,74,0.9,157,1.9,101,1.1,3073,36.4,4027,47.7,28,0.3,727,8.6,5365,63.6,6,0.1,3400,40.3,158,1.9,3988,47.3,288,45.7,31,4.9,352,55.9
"046902",38,2.8,23,1.7,4,0.3,0,0,0,0,1220,88.4,150,10.9,10,0.7,1380,100,31,2.2,290,21,472,34.2,5,0.4,23,1.7,21090,295,1.4,457,2.2,226,1,6143,29.1,8103,38.4,59,0.3,1230,5.8,14947,70.9,29,0.1,7809,37,557,2.6,11590,55,618,44.8,92,6.7,807,58.5
"047901",1,1.4,0,0,0,0,15,21.1,0,0,44,62,12,16.9,0,0,71,100,0,0,38,53.5,29,40.8,0,0,1,1.4,1336,8,0.6,6,0.4,26,1.9,866,64.8,675,50.5,6,0.4,175,13.1,470,35.2,0,0,628,47,12,0.9,629,47.1,21,29.6,9,12.7,41,57.7
