CAMPUS,CPETECOP,CPETECOC,CPETBILC,CPETALLC,CPETINDC,CPETPACC,CPETBLAC,CPETHISC,CPETWHIC,CPETWHIP,CPETBLAP,CPETHISP,CPETINDP,CPETPACP,CPETBILP
15907153,98.6,433,86,439,0,0,215,219,5,1.1,49,49.9,0,0,19.6
15907155,95.5,557,162,583,0,0,0,554,29,5,0,95,0,0,27.8
15907156,99.6,487,188,489,0,0,22,457,10,2,4.5,93.5,0,0,38.4
15907157,97.1,658,202,678,0,0,23,646,9,1.3,3.4,95.3,0,0,29.8
15907158,98.1,404,93,412,0,2,105,294,11,2.7,25.5,71.4,0,0.5,22.6
15907159,92.1,278,14,302,1,7,167,110,17,5.6,55.3,36.4,0.3,2.3,4.6
15907160,96,555,87,578,0,2,10,540,26,4.5,1.7,93.4,0,0.3,15.1
15907161,92.6,704,130,760,2,0,19,715,24,3.2,2.5,94.1,0.3,0,17.1
15907162,96.3,208,51,216,0,0,1,213,2,0.9,0.5,98.6,0,0,23.6
15907164,86.3,644,29,746,2,6,67,433,238,31.9,9,58,0.3,0.8,3.9
15907165,97.3,608,93,625,0,1,164,449,11,1.8,26.2,71.8,0,0.2,14.9
15907167,87.7,400,50,456,0,0,10,398,48,10.5,2.2,87.3,0,0,11
15907168,96.2,581,82,604,0,0,80,477,47,7.8,13.2,79,0,0,13.6
15907169,97.5,552,173,566,0,0,3,550,13,2.3,0.5,97.2,0,0,30.6
15907170,90.5,334,120,369,0,0,7,327,35,9.5,1.9,88.6,0,0,32.5
15907171,96.1,298,25,310,0,0,208,96,6,1.9,67.1,31,0,0,8.1
15907172,98.9,529,84,535,3,0,205,304,23,4.3,38.3,56.8,0.6,0,15.7
15907173,90.9,487,9,536,0,0,407,112,17,3.2,75.9,20.9,0,0,1.7
15907174,98.1,559,142,570,2,1,0,530,37,6.5,0,93,0.4,0.2,24.9
15907175,83.2,589,110,708,1,0,9,635,63,8.9,1.3,89.7,0.1,0,15.5
15907176,94.3,459,84,487,2,1,13,447,24,4.9,2.7,91.8,0.4,0.2,17.2
15907179,94.1,477,113,507,0,7,30,436,34,6.7,5.9,86,0,1.4,22.3
15907180,95.8,23,2,24,0,0,11,13,0,0,45.8,54.2,0,0,8.3
15907182,79.5,97,0,122,1,0,26,86,9,7.4,21.3,70.5,0.8,0,0
15907183,61.9,13,0,21,0,0,2,18,1,4.8,9.5,85.7,0,0,0
15907184,25,2,0,8,0,0,0,7,1,12.5,0,87.5,0,0,0
15907185,6.1,2,0,33,0,0,8,9,16,48.5,24.2,27.3,0,0,0
15907186,9.1,2,0,22,0,0,0,14,8,36.4,0,63.6,0,0,0
15907191,17.6,3,0,17,0,0,0,12,5,29.4,0,70.6,0,0,0
15907192,90,18,0,20,0,0,2,18,0,0,10,90,0,0,0
15907193,62.5,5,0,8,0,0,1,3,4,50,12.5,37.5,0,0,0
15907194,52.9,9,0,17,0,0,1,11,5,29.4,5.9,64.7,0,0,0
15907195,99.2,126,0,127,0,1,19,84,23,18.1,15,66.1,0,0.8,0
15907196,16.7,1,0,6,0,0,0,3,3,50,0,50,0,0,0
15907200,100,10,0,10,0,0,1,5,4,40,10,50,0,0,0
15907201,100,6,0,6,0,0,5,1,0,0,83.3,16.7,0,0,0
15907202,100,16,0,16,0,0,2,10,4,25,12.5,62.5,0,0,0
15907232,45.8,22,0,48,0,0,2,43,3,6.3,4.2,89.6,0,0,0
15908001,85.5,1586,186,1856,0,4,7,1807,38,2,0.4,97.4,0,0.2,10
15908002,73.8,563,17,763,0,4,48,604,107,14,6.3,79.2,0,0.5,2.2
15908038,71.4,40,0,56,0,0,0,55,1,1.8,0,98.2,0,0,0
15908039,97.1,34,0,35,0,0,1,34,0,0,2.9,97.1,0,0,0
15908041,92.2,843,201,914,1,2,2,903,6,0.7,0.2,98.8,0.1,0.2,22
15908042,81.4,486,32,597,0,1,39,481,76,12.7,6.5,80.6,0,0.2,5.4
15908043,89,671,94,754,0,0,4,729,21,2.8,0.5,96.7,0,0,12.5
15908101,97.4,515,206,529,0,2,4,516,7,1.3,0.8,97.5,0,0.4,38.9
15908104,90.2,561,131,622,0,1,2,593,26,4.2,0.3,95.3,0,0.2,21.1
15908105,93.6,481,128,514,0,0,1,493,20,3.9,0.2,95.9,0,0,24.9
15908106,94,644,132,685,0,0,0,678,7,1,0,99,0,0,19.3
15908107,94.6,441,105,466,0,1,1,455,9,1.9,0.2,97.6,0,0.2,22.5
15908108,90,467,95,519,0,4,24,411,80,15.4,4.6,79.2,0,0.8,18.3
15908109,94.2,404,65,429,0,1,35,326,67,15.6,8.2,76,0,0.2,15.2
15908110,90.6,481,89,531,2,1,31,459,38,7.2,5.8,86.4,0.4,0.2,16.8
15908111,92.1,441,77,479,1,0,1,464,13,2.7,0.2,96.9,0.2,0,16.1
15908112,94.9,536,191,565,0,4,0,550,11,1.9,0,97.3,0,0.7,33.8
15909001,60.9,334,31,548,1,0,2,396,149,27.2,0.4,72.3,0.2,0,5.7
15909041,72.6,409,61,563,1,1,0,437,124,22,0,77.6,0.2,0.2,10.8
15909101,82.3,948,117,1152,2,3,0,893,254,22,0,77.5,0.2,0.3,10.2
15910001,38.1,892,86,2344,2,14,73,1365,890,38,3.1,58.2,0.1,0.6,3.7
15910002,16.4,442,50,2698,4,81,197,675,1741,64.5,7.3,25,0.1,3,1.9
15910003,6.3,174,37,2776,4,73,63,494,2142,77.2,2.3,17.8,0.1,2.6,1.3
15910004,41.2,779,58,1889,3,84,434,635,733,38.8,23,33.6,0.2,4.4,3.1
15910005,13.8,363,15,2635,7,63,210,634,1721,65.3,8,24.1,0.3,2.4,0.6
15910006,23.6,33,0,140,0,0,2,22,116,82.9,1.4,15.7,0,0,0
15910008,21.9,25,0,114,1,3,11,38,61,53.5,9.6,33.3,0.9,2.6,0
15910011,36.8,7,0,19,0,0,4,13,2,10.5,21.1,68.4,0,0,0
15910012,33.3,5,0,15,0,0,5,6,4,26.7,33.3,40,0,0,0
15910041,16.8,223,26,1325,1,33,35,309,947,71.5,2.6,23.3,0.1,2.5,2
15910042,39.4,504,24,1279,3,34,138,405,699,54.7,10.8,31.7,0.2,2.7,1.9
15910043,59.3,538,39,907,1,37,118,418,333,36.7,13,46.1,0.1,4.1,4.3
15910044,72.2,619,44,857,2,5,38,629,183,21.4,4.4,73.4,0.2,0.6,5.1
15910045,45.3,503,28,1111,1,16,34,591,469,42.2,3.1,53.2,0.1,1.4,2.5
15910046,57.3,579,23,1010,0,32,297,337,344,34.1,29.4,33.4,0,3.2,2.3
15910047,24,303,15,1261,1,23,101,348,788,62.5,8,27.6,0.1,1.8,1.2
15910048,8.5,96,0,1127,2,26,25,229,845,75,2.2,20.3,0.2,2.3,0
15910049,9.1,145,0,1585,3,33,90,267,1192,75.2,5.7,16.8,0.2,2.1,0
15910051,30.5,40,0,131,0,0,20,39,72,55,15.3,29.8,0,0,0
15910053,61.5,16,0,26,0,0,4,14,8,30.8,15.4,53.8,0,0,0
15910054,57.1,4,0,7,0,0,1,4,2,28.6,14.3,57.1,0,0,0
15910101,25.6,139,1,543,0,8,9,155,371,68.3,1.7,28.5,0,1.5,0.2
15910102,12.5,93,4,743,2,6,10,130,595,80.1,1.3,17.5,0.3,0.8,0.5
15910103,73.7,431,158,585,1,14,47,361,162,27.7,8,61.7,0.2,2.4,27
15910104,73,422,19,578,1,3,7,416,151,26.1,1.2,72,0.2,0.5,3.3
15910105,71.6,386,16,539,0,13,103,234,189,35.1,19.1,43.4,0,2.4,3
15910106,32.5,215,10,662,0,10,25,211,416,62.8,3.8,31.9,0,1.5,1.5
15910107,70,366,0,523,1,11,21,343,147,28.1,4,65.6,0.2,2.1,0
15910108,68.6,371,22,541,1,13,47,280,200,37,8.7,51.8,0.2,2.4,4.1
15910109,33.4,132,1,395,2,9,59,67,258,65.3,14.9,17,0.5,2.3,0.3
15910110,62.6,311,3,497,0,11,52,171,263,52.9,10.5,34.4,0,2.2,0.6
15910111,81.7,474,168,580,1,7,10,478,84,14.5,1.7,82.4,0.2,1.2,29
15910112,78.3,529,45,676,0,2,71,426,177,26.2,10.5,63,0,0.3,6.7
15910113,72.2,450,21,623,2,66,168,178,209,33.5,27,28.6,0.3,10.6,3.4
15910114,83.2,407,154,489,1,35,48,292,113,23.1,9.8,59.7,0.2,7.2,31.5
15910115,78.8,425,2,539,0,3,10,403,123,22.8,1.9,74.8,0,0.6,0.4
15910116,57.6,234,0,406,0,9,80,126,191,47,19.7,31,0,2.2,0
15910117,36.6,193,0,528,2,7,67,119,333,63.1,12.7,22.5,0.4,1.3,0
15910118,72.4,417,2,576,0,16,177,223,160,27.8,30.7,38.7,0,2.8,0.3
15910119,61.2,323,2,528,1,9,45,201,272,51.5,8.5,38.1,0.2,1.7,0.4
15910120,42.5,251,0,591,0,7,53,219,312,52.8,9,37.1,0,1.2,0
15910121,49.5,318,1,643,2,6,59,220,356,55.4,9.2,34.2,0.3,0.9,0.2
15910122,73.7,730,3,991,0,19,378,325,269,27.1,38.1,32.8,0,1.9,0.3
15910123,3.6,28,0,782,2,13,13,83,671,85.8,1.7,10.6,0.3,1.7,0
15910124,33.3,337,0,1013,1,19,109,264,620,61.2,10.8,26.1,0.1,1.9,0
15910125,27.7,291,139,1049,1,40,56,310,642,61.2,5.3,29.6,0.1,3.8,13.3
15910126,6.4,64,0,1000,1,22,30,178,769,76.9,3,17.8,0.1,2.2,0
15910127,36.1,277,0,768,0,18,48,232,470,61.2,6.3,30.2,0,2.3,0
15910128,7.7,68,0,878,0,17,34,170,657,74.8,3.9,19.4,0,1.9,0
15910129,2.8,30,0,1061,2,20,16,103,920,86.7,1.5,9.7,0.2,1.9,0
15910130,23.3,218,0,935,0,13,65,214,643,68.8,7,22.9,0,1.4,0
15910131,6,55,1,918,1,17,14,131,755,82.2,1.5,14.3,0.1,1.9,0.1
15910132,45.5,5,0,11,0,1,0,2,8,72.7,0,18.2,0,9.1,0
15911001,27.7,541,11,1951,2,11,250,662,1026,52.6,12.8,33.9,0.1,0.6,0.6
15911041,37.1,284,21,765,1,1,41,230,492,64.3,5.4,30.1,0.1,0.1,2.7
15911042,50.1,425,11,849,1,6,166,398,278,32.7,19.6,46.9,0.1,0.7,1.3
15911101,31.9,232,19,727,1,0,44,129,553,76.1,6.1,17.7,0.1,0,2.6
15911102,66.1,397,18,601,0,2,8,291,300,49.9,1.3,48.4,0,0.3,3
15911103,64.7,503,64,777,2,0,89,462,224,28.8,11.5,59.5,0.3,0,8.2
15911104,46.6,318,16,683,2,3,198,206,274,40.1,29,30.2,0.3,0.4,2.3
15911105,87.8,281,22,320,1,1,32,153,133,41.6,10,47.8,0.3,0.3,6.9
15912001,61.3,1323,122,2159,1,16,100,1699,343,15.9,4.6,78.7,0,0.7,5.7
15912002,0,0,0,16,0,0,0,16,0,0,0,100,0,0,0
15912041,60.6,587,61,969,1,7,46,687,228,23.5,4.7,70.9,0.1,0.7,6.3
15912042,87.9,949,159,1080,0,3,33,983,61,5.6,3.1,91,0,0.3,14.7
15912043,82.7,129,20,156,0,0,8,134,14,9,5.1,85.9,0,0,12.8
15912101,71.3,644,152,903,0,1,9,683,210,23.3,1,75.6,0,0.1,16.8
15912102,81.9,340,48,415,1,1,27,312,74,17.8,6.5,75.2,0.2,0.2,11.6
15912103,92.2,726,183,787,1,1,26,693,66,8.4,3.3,88.1,0.1,0.1,23.3
15912104,79.5,283,73,356,0,3,2,316,35,9.8,0.6,88.8,0,0.8,20.5
15912105,86.1,512,109,595,4,3,41,507,40,6.7,6.9,85.2,0.7,0.5,18.3
15912106,96.9,691,189,713,0,1,13,671,28,3.9,1.8,94.1,0,0.1,26.5
15912107,40.6,360,0,887,3,12,125,455,292,32.9,14.1,51.3,0.3,1.4,0
15913001,27.6,93,3,337,2,9,78,65,183,54.3,23.1,19.3,0.6,2.7,0.9
15913101,51.1,281,2,550,2,17,104,83,344,62.5,18.9,15.1,0.4,3.1,0.4
15914001,20.3,95,0,467,1,12,151,75,228,48.8,32.3,16.1,0.2,2.6,0
15914101,34.8,249,23,715,4,26,268,113,304,42.5,37.5,15.8,0.6,3.6,3.2
15914199,0,0,0,3,0,0,0,0,3,100,0,0,0,0,0
15915001,40.8,1270,81,3110,4,35,283,2257,531,17.1,9.1,72.6,0.1,1.1,2.6
15915002,49.9,1427,117,2857,7,50,360,1871,569,19.9,12.6,65.5,0.2,1.8,4.1
15915003,12,349,32,2916,5,68,113,1006,1724,59.1,3.9,34.5,0.2,2.3,1.1
15915004,45.5,56,1,123,1,0,13,48,61,49.6,10.6,39,0.8,0,0.8
15915005,15.5,427,85,2748,7,94,144,856,1647,59.9,5.2,31.1,0.3,3.4,3.1
15915006,17.2,148,5,858,2,62,36,323,435,50.7,4.2,37.6,0.2,7.2,0.6
15915007,17.8,521,48,2921,10,46,279,1183,1403,48,9.6,40.5,0.3,1.6,1.6
15915008,51.5,69,6,134,0,0,15,88,31,23.1,11.2,65.7,0,0,4.5
15915011,38.6,22,3,57,0,0,6,44,7,12.3,10.5,77.2,0,0,5.3
15915013,58.8,57,0,97,1,1,8,52,35,36.1,8.2,53.6,1,1,0
15915015,20,28,2,140,1,1,4,61,73,52.1,2.9,43.6,0.7,0.7,1.4
15915020,30.6,19,0,62,0,0,5,34,23,37.1,8.1,54.8,0,0,0
15915041,41.3,455,36,1101,4,21,75,609,392,35.6,6.8,55.3,0.4,1.9,3.3
15915042,72.6,614,51,846,0,10,78,585,173,20.4,9.2,69.1,0,1.2,6
15915043,71.2,786,60,1104,3,1,45,983,72,6.5,4.1,89,0.3,0.1,5.4
15915044,78.6,980,74,1247,0,11,88,978,170,13.6,7.1,78.4,0,0.9,5.9
15915045,25.4,318,36,1250,7,38,76,395,734,58.7,6.1,31.6,0.6,3,2.9
15915046,45.4,396,30,873,1,30,134,430,278,31.8,15.3,49.3,0.1,3.4,3.4
15915047,14.9,235,6,1576,1,32,86,521,936,59.4,5.5,33.1,0.1,2,0.4
15915048,29.2,370,35,1266,1,50,80,475,660,52.1,6.3,37.5,0.1,3.9,2.8
15915049,33.3,462,21,1388,5,19,117,671,576,41.5,8.4,48.3,0.4,1.4,1.5
15915050,12.7,159,20,1255,2,35,46,355,817,65.1,3.7,28.3,0.2,2.8,1.6
15915051,27.5,368,19,1339,3,30,136,609,561,41.9,10.2,45.5,0.2,2.2,1.4
15915101,92.2,565,118,613,2,3,13,547,48,7.8,2.1,89.2,0.3,0.5,19.2
15915102,84.3,730,75,866,0,1,44,661,160,18.5,5.1,76.3,0,0.1,8.7
15915103,62.2,378,55,608,1,30,57,346,174,28.6,9.4,56.9,0.2,4.9,9
15915104,14.4,66,4,459,0,5,2,109,343,74.7,0.4,23.7,0,1.1,0.9
15915105,84.4,476,43,564,0,3,35,416,110,19.5,6.2,73.8,0,0.5,7.6
15915106,88.7,449,44,506,1,0,42,388,75,14.8,8.3,76.7,0.2,0,8.7
15915108,42.3,364,49,860,0,17,33,370,440,51.2,3.8,43,0,2,5.7
15915109,13.4,118,2,883,1,30,25,169,658,74.5,2.8,19.1,0.1,3.4,0.2
15915111,67.5,349,0,517,1,2,23,361,130,25.1,4.4,69.8,0.2,0.4,0
15915112,78.2,398,45,509,0,3,36,396,74,14.5,7.1,77.8,0,0.6,8.8
15915113,81.5,207,3,254,2,3,16,181,52,20.5,6.3,71.3,0.8,1.2,1.2
15915114,83.2,629,75,756,0,2,45,564,145,19.2,6,74.6,0,0.3,9.9
15915115,34.7,248,14,715,5,15,53,224,418,58.5,7.4,31.3,0.7,2.1,2
15915116,79.7,533,63,669,2,0,16,607,44,6.6,2.4,90.7,0.3,0,9.4
15915117,76.8,368,23,479,0,9,46,335,89,18.6,9.6,69.9,0,1.9,4.8
15915118,28.5,224,10,787,0,34,25,299,429,54.5,3.2,38,0,4.3,1.3
15915119,29.4,204,57,693,1,14,33,240,405,58.4,4.8,34.6,0.1,2,8.2
15915121,25,5,0,20,0,1,0,11,8,40,0,55,0,5,0
15915122,88.5,592,75,669,0,1,37,576,55,8.2,5.5,86.1,0,0.1,11.2
15915123,56.7,365,4,644,0,17,75,281,271,42.1,11.6,43.6,0,2.6,0.6
15915124,85.7,643,69,750,1,1,29,692,27,3.6,3.9,92.3,0.1,0.1,9.2
15915125,43.4,387,6,891,1,18,36,275,561,63,4,30.9,0.1,2,0.7
15915127,0,0,0,4,0,0,0,3,1,25,0,75,0,0,0
15915128,43.3,393,36,907,0,23,81,468,335,36.9,8.9,51.6,0,2.5,4
15915129,25,11,0,44,0,0,1,20,23,52.3,2.3,45.5,0,0,0
15915131,80.2,611,72,762,1,9,41,647,64,8.4,5.4,84.9,0.1,1.2,9.4
15915132,32,306,50,955,1,12,44,352,546,57.2,4.6,36.9,0.1,1.3,5.2
15915133,41.9,18,1,43,0,0,2,20,21,48.8,4.7,46.5,0,0,2.3
15915134,17.8,146,43,822,0,21,25,204,572,69.6,3,24.8,0,2.6,5.2
15915135,46.5,443,60,952,10,30,118,438,356,37.4,12.4,46,1.1,3.2,6.3
15915136,22,250,4,1137,1,15,67,405,649,57.1,5.9,35.6,0.1,1.3,0.4
15915137,11.1,2,0,18,0,0,2,6,10,55.6,11.1,33.3,0,0,0
15915138,57.8,588,45,1018,0,7,62,558,391,38.4,6.1,54.8,0,0.7,4.4
15915139,56.1,23,0,41,0,0,9,10,22,53.7,22,24.4,0,0,0
15915140,80,4,0,5,0,0,0,2,3,60,0,40,0,0,0
15915142,11.1,2,0,18,0,0,1,8,9,50,5.6,44.4,0,0,0
15915143,13.8,148,6,1074,3,33,37,322,679,63.2,3.4,30,0.3,3.1,0.6
15915144,19.6,141,3,719,1,20,34,241,423,58.8,4.7,33.5,0.1,2.8,0.4
15915145,28.5,192,3,674,0,17,31,320,306,45.4,4.6,47.5,0,2.5,0.4
15915146,94.3,116,22,123,0,7,14,62,40,32.5,11.4,50.4,0,5.7,17.9
15915149,30.4,296,75,975,3,34,21,353,564,57.8,2.2,36.2,0.3,3.5,7.7
15915150,26.7,260,18,972,1,25,59,369,518,53.3,6.1,38,0.1,2.6,1.9
15915151,26,199,0,766,0,10,51,338,367,47.9,6.7,44.1,0,1.3,0
15915152,20.4,115,5,565,0,11,12,152,390,69,2.1,26.9,0,1.9,0.9
15915153,0,0,0,11,0,0,4,3,4,36.4,36.4,27.3,0,0,0
15915156,48.2,489,46,1015,1,20,156,463,375,36.9,15.4,45.6,0.1,2,4.5
15915158,71.1,536,60,754,4,6,127,405,212,28.1,16.8,53.7,0.5,0.8,8
15915159,33.3,2,0,6,0,0,1,2,3,50,16.7,33.3,0,0,0
15915201,58.8,10,0,17,0,0,2,12,3,17.6,11.8,70.6,0,0,0
15915202,7.7,1,0,13,0,0,0,0,13,100,0,0,0,0,0
15915250,42.1,8,0,19,0,0,1,12,6,31.6,5.3,63.2,0,0,0
15916001,20,772,12,3857,9,115,834,1043,1856,48.1,21.6,27,0.2,3,0.3
15916003,2.6,1,0,38,1,1,2,14,20,52.6,5.3,36.8,2.6,2.6,0
15916004,7.7,1,0,13,0,0,2,8,3,23.1,15.4,61.5,0,0,0
15916041,35.2,485,13,1376,8,45,387,465,471,34.2,28.1,33.8,0.6,3.3,0.9
15916042,21.5,225,10,1047,4,25,159,243,616,58.8,15.2,23.2,0.4,2.4,1
15916101,51.2,326,0,637,2,27,92,211,305,47.9,14.4,33.1,0.3,4.2,0
15916102,53.6,549,0,1025,2,18,213,390,402,39.2,20.8,38,0.2,1.8,0
15916103,34.3,206,1,601,1,6,63,171,360,59.9,10.5,28.5,0.2,1,0.2
15916104,34.9,232,1,665,2,19,70,176,398,59.8,10.5,26.5,0.3,2.9,0.2
15916105,74.9,571,0,762,0,8,193,392,169,22.2,25.3,51.4,0,1,0
15916106,21.6,124,17,573,1,19,68,90,395,68.9,11.9,15.7,0.2,3.3,3
15916107,39.8,301,22,756,2,31,186,214,323,42.7,24.6,28.3,0.3,4.1,2.9
15916109,14.4,92,0,640,1,22,40,83,494,77.2,6.3,13,0.2,3.4,0
15916110,22.1,141,0,639,1,20,212,118,288,45.1,33.2,18.5,0.2,3.1,0
15916111,38.4,302,1,787,0,21,223,156,387,49.2,28.3,19.8,0,2.7,0.1
15916112,69.4,627,116,904,1,13,254,419,217,24,28.1,46.3,0.1,1.4,12.8
15916113,37.9,276,36,729,2,29,223,218,257,35.3,30.6,29.9,0.3,4,4.9
15917001,66.5,573,76,862,1,2,7,691,161,18.7,0.8,80.2,0.1,0.2,8.8
15917041,77,616,61,800,2,1,5,650,142,17.8,0.6,81.3,0.3,0.1,7.6
15917102,87.6,775,96,885,1,1,6,696,181,20.5,0.7,78.6,0.1,0.1,10.8
15917103,82.1,700,107,853,2,1,9,680,161,18.9,1.1,79.7,0.2,0.1,12.5
16901001,17.9,32,0,179,0,0,0,24,155,86.6,0,13.4,0,0,0
16901041,28.1,27,0,96,0,0,0,15,81,84.4,0,15.6,0,0,0
16901101,40.4,131,19,324,2,2,0,67,253,78.1,0,20.7,0.6,0.6,5.9
16902001,28.1,68,4,242,0,0,6,46,190,78.5,2.5,19,0,0,1.7
16902041,39.6,82,10,207,2,1,6,58,140,67.6,2.9,28,1,0.5,4.8
16902101,43.1,175,27,406,0,1,6,120,279,68.7,1.5,29.6,0,0.2,6.7
17901001,27.4,55,11,201,3,0,2,41,155,77.1,1,20.4,1.5,0,5.5
18901001,27.4,97,10,354,0,0,13,49,292,82.5,3.7,13.8,0,0,2.8
18901041,45.3,135,11,298,0,0,22,55,221,74.2,7.4,18.5,0,0,3.7
18901101,50.5,289,38,572,0,1,27,100,444,77.6,4.7,17.5,0,0.2,6.6
18902001,33.5,72,1,215,1,2,6,51,155,72.1,2.8,23.7,0.5,0.9,0.5
18902101,56.6,159,5,281,1,1,22,64,193,68.7,7.8,22.8,0.4,0.4,1.8
18903001,79.9,139,11,174,0,0,0,59,115,66.1,0,33.9,0,0,6.3
18904001,30,76,2,253,1,0,21,17,214,84.6,8.3,6.7,0.4,0,0.8
18904101,38.1,93,10,244,0,1,9,24,210,86.1,3.7,9.8,0,0.4,4.1
18905001,53.6,111,6,207,1,0,0,54,152,73.4,0,26.1,0.5,0,2.9
18906001,61.9,73,3,118,0,0,0,20,98,83.1,0,16.9,0,0,2.5
18907001,44.9,137,0,305,0,0,0,14,291,95.4,0,4.6,0,0,0
18908001,56.7,89,0,157,0,0,1,23,133,84.7,0.6,14.6,0,0,0
19901001,43,138,0,321,0,2,90,5,224,69.8,28,1.6,0,0.6,0
19901041,55,176,0,320,0,0,111,4,205,64.1,34.7,1.3,0,0,0
19901102,72,291,2,404,1,0,143,9,251,62.1,35.4,2.2,0.2,0,0.5
19902002,32.5,135,0,416,1,3,84,2,326,78.4,20.2,0.5,0.2,0.7,0
19902041,52.3,173,1,331,0,0,69,10,252,76.1,20.8,3,0,0,0.3
19902102,69.9,276,0,395,0,2,95,3,295,74.7,24.1,0.8,0,0.5,0
19903001,40,178,0,445,0,0,77,6,362,81.3,17.3,1.3,0,0,0
19905001,22.2,101,0,455,3,0,101,4,347,76.3,22.2,0.9,0.7,0,0
19905041,32.9,121,0,368,2,1,80,0,285,77.4,21.7,0,0.5,0.3,0
19905101,36.3,255,0,702,3,3,150,5,541,77.1,21.4,0.7,0.4,0.4,0
19906001,11.1,38,0,341,2,0,20,2,317,93,5.9,0.6,0.6,0,0
19906041,17.8,67,0,376,2,0,16,6,352,93.6,4.3,1.6,0.5,0,0
19906101,26.3,115,0,437,1,0,22,8,406,92.9,5,1.8,0.2,0,0
19907002,34.9,492,16,1410,6,17,561,30,796,56.5,39.8,2.1,0.4,1.2,1.1
19907042,53,411,8,775,0,3,391,16,365,47.1,50.5,2.1,0,0.4,1
19907043,55.1,310,0,563,3,5,259,12,284,50.4,46,2.1,0.5,0.9,0
19907103,79.3,46,0,58,0,0,44,0,14,24.1,75.9,0,0,0,0
19907105,66.7,116,0,174,0,6,87,4,77,44.3,50,2.3,0,3.4,0
19907107,94.3,383,0,406,0,0,385,1,20,4.9,94.8,0.2,0,0,0
19907108,62.3,254,0,408,4,3,227,7,167,40.9,55.6,1.7,1,0.7,0
19907109,55,131,34,238,0,0,28,36,174,73.1,11.8,15.1,0,0,14.3
19907111,84.3,284,0,337,2,2,221,3,109,32.3,65.6,0.9,0.6,0.6,0
19907113,38.5,308,7,799,5,4,195,22,573,71.7,24.4,2.8,0.6,0.5,0.9
19907115,97.5,350,5,359,0,1,314,4,40,11.1,87.5,1.1,0,0.3,1.4
19907200,25,2,0,8,0,0,6,0,2,25,75,0,0,0,0
19908001,31,222,1,716,2,5,323,5,381,53.2,45.1,0.7,0.3,0.7,0.1
19908002,44.8,26,0,58,0,0,19,0,39,67.2,32.8,0,0,0,0
19908041,48,295,0,615,1,3,245,3,363,59,39.8,0.5,0.2,0.5,0
19908101,70.2,283,2,403,0,0,158,3,242,60,39.2,0.7,0,0,0.5
19908102,82.9,266,1,321,0,0,140,3,178,55.5,43.6,0.9,0,0,0.3
19908103,58.1,348,0,599,1,2,240,9,347,57.9,40.1,1.5,0.2,0.3,0
19909001,32.8,79,0,241,2,0,0,4,235,97.5,0,1.7,0.8,0,0
19909101,55.5,137,0,247,2,0,1,5,239,96.8,0.4,2,0.8,0,0
19910101,54.9,56,0,102,0,0,1,0,101,99,1,0,0,0,0
19911101,23.6,76,0,322,3,2,10,7,300,93.2,3.1,2.2,0.9,0.6,0
19912001,6.4,37,1,582,2,6,26,18,530,91.1,4.5,3.1,0.3,1,0.2
19912041,10,62,4,623,1,11,37,19,555,89.1,5.9,3,0.2,1.8,0.6
19912102,13.9,94,3,674,2,10,41,6,615,91.2,6.1,0.9,0.3,1.5,0.4
19913101,23.9,17,0,71,0,0,0,3,68,95.8,0,4.2,0,0,0
19914101,52.9,63,0,119,0,0,6,0,113,95,5,0,0,0,0
20901001,29.8,833,66,2794,6,41,67,729,1951,69.8,2.4,26.1,0.2,1.5,2.4
20901003,0,0,0,4,0,0,0,1,3,75,0,25,0,0,0
20901041,37.6,288,25,766,1,16,25,209,515,67.2,3.3,27.3,0.1,2.1,3.3
20901042,35.7,148,3,415,1,11,13,114,276,66.5,3.1,27.5,0.2,2.7,0.7
20901043,37,213,10,575,1,5,8,162,399,69.4,1.4,28.2,0.2,0.9,1.7
20901044,67.2,41,3,61,0,1,1,27,32,52.5,1.6,44.3,0,1.6,4.9
20901101,42,237,49,564,0,27,14,156,367,65.1,2.5,27.7,0,4.8,8.7
20901102,51.1,398,104,779,1,33,20,232,493,63.3,2.6,29.8,0.1,4.2,13.4
20901103,57.7,536,119,929,4,6,9,390,520,56,1,42,0.4,0.6,12.8
20901104,52.2,337,49,646,2,2,7,246,389,60.2,1.1,38.1,0.3,0.3,7.6
20901105,45.4,428,76,942,3,15,32,252,640,67.9,3.4,26.8,0.3,1.6,8.1
20901106,52,469,84,902,3,3,32,266,598,66.3,3.5,29.5,0.3,0.3,9.3
20901107,37.3,215,1,576,1,4,15,128,428,74.3,2.6,22.2,0.2,0.7,0.2
20901108,39.5,291,29,737,0,0,16,210,511,69.3,2.2,28.5,0,0,3.9
20901200,0,0,0,100,0,0,36,16,48,48,36,16,0,0,0
20902001,19.8,328,16,1660,5,19,239,379,1018,61.3,14.4,22.8,0.3,1.1,1
20902002,50,9,0,18,0,0,3,4,11,61.1,16.7,22.2,0,0,0
20902003,6.5,2,0,31,0,0,13,9,9,29,41.9,29,0,0,0
20902041,29.5,256,0,869,1,9,138,162,559,64.3,15.9,18.6,0.1,1,0
20902042,32.1,235,21,732,2,9,89,216,416,56.8,12.2,29.5,0.3,1.2,2.9
20902101,26.2,176,68,672,2,2,106,218,344,51.2,15.8,32.4,0.3,0.3,10.1
20902102,36.8,215,0,584,1,2,109,96,376,64.4,18.7,16.4,0.2,0.3,0
