DISTRICT,D20GR14N,D20GR14R,D30GR14N,D30GR14R,D40GR14N,D40GR14R,DA0GF14N,DA0GF14P,DA0GH14N,DA0GH14P,DA0GM14N,DA0GM14P,DA0GR14N,DA0GR14R,DB0GR14N,DB0GR14R,DH0GR14N,DH0GR14R,DI0GR14N,DI0GR14R,DPETALLC,DPETASIC,DPETASIP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DS0GR14N,DS0GR14R,DW0GR14N,DW0GR14R
"074912",1,1.9,0,0,0,0,0,0,41,78.8,11,21.2,52,100,1,1.9,3,5.8,1,1.9,508,2,0.4,12,2.4,4,0.7,207,40.7,84,16.5,6,1.2,6,1.2,301,59.3,0,0,114,22.4,12,2.4,392,77.2,4,7.7,46,88.5
"074917",1,3.1,0,0,0,0,0,0,27,84.4,5,15.6,32,100,0,0,2,6.3,0,0,488,0,0,4,0.8,0,0,218,44.7,40,8.2,5,1,8,1.6,270,55.3,0,0,111,22.7,14,2.9,425,87.1,4,12.5,29,90.6
"075901",0,0,1,2.3,0,0,0,0,30,69.8,13,30.2,43,100,2,4.7,21,48.8,0,0,603,4,0.7,19,3.2,2,0.3,347,57.5,335,55.6,1,0.2,72,11.9,256,42.5,0,0,282,46.8,5,0.8,239,39.6,7,16.3,19,44.2
"075902",3,1.9,1,0.6,0,0,0,0,132,85.2,23,14.8,155,100,21,13.5,45,29,1,0.6,1882,11,0.6,176,9.4,40,2,932,49.5,693,36.8,6,0.3,225,12,950,50.5,0,0,754,40.1,46,2.4,950,50.5,18,11.6,84,54.2
"075903",0,0,0,0,0,0,0,0,42,72.4,16,27.6,58,100,7,12.1,8,13.8,1,1.7,708,3,0.4,98,13.8,10,1.3,420,59.3,281,39.7,3,0.4,86,12.1,288,40.7,0,0,365,51.6,9,1.3,314,44.4,4,6.9,42,72.4
"075906",0,0,0,0,0,0,0,0,16,94.1,1,5.9,17,100,0,0,0,0,0,0,211,0,0,3,1.4,0,0,66,31.3,23,10.9,0,0,7,3.3,145,68.7,0,0,72,34.1,1,0.5,184,87.2,0,0,17,100
"075908",0,0,0,0,0,0,0,0,12,85.7,2,14.3,14,100,1,7.1,1,7.1,0,0,284,0,0,13,4.6,0,0,87,30.6,45,15.8,2,0.7,21,7.4,197,69.4,0,0,80,28.2,13,4.6,211,74.3,1,7.1,12,85.7
"076903",0,0,0,0,0,0,0,0,14,87.5,2,12.5,16,100,0,0,5,31.3,0,0,277,0,0,4,1.4,0,0,149,53.8,100,36.1,0,0,13,4.7,128,46.2,0,0,109,39.4,7,2.5,166,59.9,2,12.5,11,68.8
"076904",0,0,0,0,0,0,0,0,15,75,5,25,20,100,1,5,11,55,0,0,255,1,0.4,13,5.1,9,2.5,143,56.1,122,47.8,1,0.4,15,5.9,112,43.9,0,0,113,44.3,6,2.4,112,43.9,2,10,8,40
"077901",0,0,0,0,0,0,0,0,31,96.9,1,3.1,32,100,0,0,26,81.3,0,0,753,0,0,30,4,20,2.3,569,75.6,596,79.2,1,0.1,52,6.9,184,24.4,0,0,396,52.6,2,0.3,124,16.5,2,6.3,6,18.8
"077902",0,0,0,0,0,0,5,14.3,28,80,2,5.7,35,100,1,2.9,20,57.1,0,0,498,0,0,10,2,3,0.5,390,78.3,394,79.1,0,0,25,5,108,21.7,0,0,225,45.2,1,0.2,93,18.7,2,5.7,14,40
"078901",0,0,0,0,0,0,0,0,14,87.5,2,12.5,16,100,0,0,1,6.3,0,0,211,3,1.4,7,3.3,5,2.1,144,68.2,70,33.2,0,0,1,0.5,67,31.8,0,0,102,48.3,3,1.4,128,60.7,5,31.3,15,93.8
"079901",19,1.2,90,5.6,1,0.1,0,0,1200,74.7,406,25.3,1606,100,340,21.2,647,40.3,3,0.2,28252,1749,6.2,5299,18.8,299,1,11355,40.2,12605,44.6,88,0.3,3991,14.1,16897,59.8,26,0.1,13670,48.4,510,1.8,7975,28.2,99,6.2,506,31.5
"079906",1,0.5,0,0,0,0,0,0,145,77.5,42,22.5,187,100,8,4.3,78,41.7,1,0.5,2911,12,0.4,111,3.8,10,0.3,1104,37.9,1256,43.1,8,0.3,316,10.9,1807,62.1,0,0,1130,38.8,38,1.3,1486,51,17,9.1,99,52.9
"079907",117,2.3,1233,24.5,3,0.1,43,0.9,4284,85.2,704,14,5031,100,1553,30.9,1057,21,15,0.3,71681,17051,23.8,20489,28.6,889,1.2,26586,37.1,19049,26.6,279,0.4,11279,15.7,45095,62.9,100,0.1,31251,43.6,1838,2.6,12875,18,280,5.6,1053,20.9
"079910",0,0,28,12.6,0,0,0,0,195,87.8,27,12.2,222,100,97,43.7,81,36.5,0,0,3412,250,7.3,1377,40.4,83,2.2,2314,67.8,1544,45.3,10,0.3,542,15.9,1098,32.2,2,0.1,1920,56.3,80,2.3,149,4.4,10,4.5,16,7.2
"080901",1,1,1,1,0,0,0,0,77,76.2,24,23.8,101,100,4,4,23,22.8,1,1,1656,16,1,79,4.8,12,0.7,921,55.6,437,26.4,6,0.4,168,10.1,735,44.4,0,0,667,40.3,53,3.2,1065,64.3,18,17.8,71,70.3
"081902",1,1,1,1,1,1,0,0,83,81.4,19,18.6,102,100,13,12.7,14,13.7,1,1,1763,21,1.2,300,17,14,0.7,883,50.1,382,21.7,9,0.5,120,6.8,880,49.9,2,0.1,731,41.5,46,2.6,1003,56.9,14,13.7,71,69.6
"081904",3,4.1,0,0,1,1.4,0,0,62,84.9,11,15.1,73,100,10,13.7,21,28.8,0,0,1307,4,0.3,184,14.1,23,1.6,668,51.1,335,25.6,4,0.3,79,6,639,48.9,0,0,541,41.4,34,2.6,746,57.1,9,12.3,38,52.1
"081905",0,0,0,0,0,0,1,2.7,32,86.5,4,10.8,37,100,6,16.2,7,18.9,0,0,481,3,0.6,63,13.1,16,3.1,235,48.9,76,15.8,0,0,16,3.3,246,51.1,0,0,208,43.2,6,1.2,333,69.2,4,10.8,24,64.9
"081906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,147,1,0.7,11,7.5,0,0,69,46.9,18,12.2,0,0,5,3.4,78,53.1,0,0,41,27.9,5,3.4,112,76.2,.,.,.,.
"082902",0,0,0,0,0,0,0,0,43,84.3,8,15.7,51,100,0,0,45,88.2,0,0,1046,4,0.4,8,0.8,18,1.6,539,51.5,930,88.9,0,0,49,4.7,507,48.5,0,0,732,70,1,0.1,103,9.8,8,15.7,6,11.8
"082903",0,0,1,0.9,0,0,2,1.9,87,82.1,17,16,106,100,0,0,99,93.4,0,0,2357,5,0.2,9,0.4,40,1.6,1860,78.9,2196,93.2,3,0.1,118,5,497,21.1,2,0.1,1623,68.9,7,0.3,135,5.7,10,9.4,6,5.7
"083901",0,0,0,0,0,0,0,0,29,82.9,6,17.1,35,100,2,5.7,30,85.7,0,0,596,0,0,49,8.2,1,0.2,373,62.6,474,79.5,0,0,129,21.6,223,37.4,0,0,449,75.3,3,0.5,70,11.7,4,11.4,3,8.6
"083902",0,0,0,0,0,0,0,0,9,100,0,0,9,100,0,0,5,55.6,0,0,126,0,0,1,0.8,1,0.8,54,42.9,69,54.8,0,0,11,8.7,72,57.1,0,0,56,44.4,0,0,56,44.4,1,11.1,4,44.4
"083903",3,1.9,1,0.6,0,0,0,0,118,75.2,39,24.8,157,100,2,1.3,64,40.8,0,0,2824,12,0.4,31,1.1,57,1.9,1344,47.6,1413,50,9,0.3,376,13.3,1480,52.4,3,0.1,1478,52.3,13,0.5,1343,47.6,19,12.1,87,55.4
"084801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,437,6,1.4,337,77.1,0,0,365,83.5,66,15.1,3,0.7,1,0.2,72,16.5,0,0,179,41,8,1.8,17,3.9,.,.,.,.
"084802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,761,9,1.2,69,9.1,0,0,629,82.7,527,69.3,5,0.7,182,23.9,132,17.3,0,0,404,53.1,16,2.1,135,17.7,.,.,.,.
"084804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,302,6,2,194,64.2,0,0,258,85.4,71,23.5,0,0,0,0,44,14.6,0,0,10,3.3,3,1,28,9.3,.,.,.,.
"084805",0,0,0,0,0,0,0,0,13,100,0,0,13,100,3,23.1,6,46.2,0,0,510,5,1,253,49.6,0,0,417,81.8,164,32.2,2,0.4,53,10.4,93,18.2,2,0.4,297,58.2,12,2.4,72,14.1,1,7.7,4,30.8
"084901",13,2.4,17,3.1,0,0,0,0,406,74.6,138,25.4,544,100,93,17.1,237,43.6,1,0.2,10391,237,2.3,1784,17.2,210,1.9,6438,62,4987,48,34,0.3,1182,11.4,3953,38,11,0.1,5173,49.8,212,2,3126,30.1,49,9,183,33.6
"084902",4,1,6,1.6,0,0,0,0,301,79,80,21,381,100,85,22.3,181,47.5,8,2.1,6953,146,2.1,1664,23.9,279,3.7,5224,75.1,3156,45.4,38,0.5,1215,17.5,1729,24.9,12,0.2,3469,49.9,111,1.6,1826,26.3,24,6.3,97,25.5
"084903",0,0,0,0,0,0,0,0,12,80,3,20,15,100,0,0,2,13.3,0,0,146,1,0.7,2,1.4,0,0,93,63.7,11,7.5,0,0,0,0,53,36.3,0,0,58,39.7,11,7.5,121,82.9,1,6.7,13,86.7
"084904",2,1.7,1,0.9,0,0,0,0,93,79.5,24,20.5,117,100,82,70.1,23,19.7,0,0,2296,4,0.2,1529,66.6,66,2.2,1591,69.3,485,21.1,48,2.1,157,6.8,705,30.7,1,0,1209,52.7,28,1.2,201,8.8,12,10.3,9,7.7
"084906",0,0,1,0.3,1,0.3,0,0,250,68.7,114,31.3,364,100,83,22.8,153,42,2,0.5,6244,33,0.5,1311,21,210,3.1,4082,65.4,2650,42.4,54,0.9,449,7.2,2162,34.6,11,0.2,2883,46.2,73,1.2,2112,33.8,24,6.6,124,34.1
"084908",2,3.9,0,0,0,0,0,0,39,76.5,12,23.5,51,100,29,56.9,8,15.7,0,0,1634,4,0.2,740,45.3,34,1.9,1301,79.6,456,27.9,4,0.2,97,5.9,333,20.4,0,0,853,52.2,32,2,398,24.4,8,15.7,12,23.5
"084909",2,0.7,3,1,0,0,0,0,237,82.6,50,17.4,287,100,0,0,45,15.7,1,0.3,4620,24,0.5,18,0.4,100,2,1555,33.7,863,18.7,24,0.5,121,2.6,3065,66.3,3,0.1,2387,51.7,64,1.4,3624,78.4,29,10.1,236,82.2
"084910",78,2.8,301,11,6,0.2,19,0.7,2252,82,477,17.4,2748,100,257,9.4,613,22.3,10,0.4,40640,3989,9.8,3305,8.1,434,1,10953,27,11660,28.7,82,0.2,3976,9.8,29687,73,53,0.1,15315,37.7,1524,3.8,20027,49.3,182,6.6,1483,54
"084911",6,1.2,30,6.1,0,0,1,0.2,458,93.3,32,6.5,491,100,9,1.8,74,15.1,0,0,6087,380,6.2,119,2,30,0.5,485,8,943,15.5,20,0.3,159,2.6,5602,92,6,0.1,1233,20.3,128,2.1,4491,73.8,23,4.7,372,75.8
"085902",3,5.4,0,0,0,0,6,10.7,43,76.8,7,12.5,56,100,5,8.9,32,57.1,1,1.8,895,1,0.1,72,8,19,1.6,636,71.1,520,58.1,8,0.9,53,5.9,259,28.9,0,0,513,57.3,18,2,276,30.8,5,8.9,15,26.8
"085903",0,0,0,0,0,0,0,0,13,81.3,3,18.8,16,100,0,0,10,62.5,0,0,157,0,0,4,2.5,1,0.6,118,75.2,76,48.4,0,0,0,0,39,24.8,0,0,79,50.3,1,0.6,76,48.4,4,25,6,37.5
"086024",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,0,0,0,0,0,0,0,0,5,27.8,0,0,0,0,18,100,0,0,0,0,0,0,13,72.2,.,.,.,.
"086901",3,1.3,3,1.3,0,0,0,0,209,88.9,26,11.1,235,100,0,0,86,36.6,1,0.4,2993,15,0.5,4,0.1,63,2,1570,52.5,1409,47.1,4,0.1,381,12.7,1423,47.5,2,0.1,1502,50.2,31,1,1528,51.1,10,4.3,142,60.4
"086902",1,2.5,0,0,0,0,0,0,32,80,8,20,40,100,1,2.5,5,12.5,0,0,609,2,0.3,2,0.3,4,0.6,207,34,72,11.8,4,0.7,5,0.8,402,66,1,0.2,168,27.6,3,0.5,525,86.2,6,15,33,82.5
"087901",0,0,0,0,0,0,0,0,21,84,4,16,25,100,0,0,9,36,0,0,306,0,0,0,0,1,0.3,117,38.2,149,48.7,0,0,33,10.8,189,61.8,0,0,115,37.6,0,0,157,51.3,2,8,16,64
"088902",1,1.1,1,1.1,0,0,0,0,78,83,16,17,94,100,2,2.1,45,47.9,0,0,1389,2,0.1,66,4.8,21,1.4,626,45.1,648,46.7,3,0.2,31,2.2,763,54.9,1,0.1,582,41.9,32,2.3,637,45.9,9,9.6,45,47.9
"089901",0,0,2,1.3,0,0,0,0,117,76.5,36,23.5,153,100,16,10.5,78,51,0,0,2795,5,0.2,207,7.4,41,1.4,1962,70.2,1898,67.9,0,0,401,14.3,833,29.8,1,0,1487,53.2,12,0.4,672,24,15,9.8,57,37.3
"089903",1,1.6,0,0,0,0,0,0,39,61.9,24,38.1,63,100,0,0,44,69.8,0,0,1085,0,0,7,0.6,29,2.5,859,79.2,845,77.9,0,0,168,15.5,226,20.8,0,0,777,71.6,6,0.6,227,20.9,10,15.9,18,28.6
"089905",0,0,0,0,0,0,0,0,6,66.7,3,33.3,9,100,2,22.2,7,77.8,0,0,308,0,0,39,12.7,1,0.3,280,90.9,255,82.8,0,0,80,26,28,9.1,0,0,198,64.3,2,0.6,12,3.9,2,22.2,0,0
"090902",0,0,0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0,0,0,0,0,164,0,0,0,0,2,1,100,61,23,14,0,0,5,3,64,39,0,0,46,28,6,3.7,135,82.3,0,0,7,100
"090903",0,0,0,0,0,0,0,0,14,100,0,0,14,100,0,0,0,0,0,0,206,0,0,2,1,1,0.4,91,44.2,37,18,1,0.5,4,1.9,115,55.8,0,0,53,25.7,3,1.5,163,79.1,0,0,14,100
"090904",3,1.4,0,0,0,0,0,0,173,79,46,21,219,100,7,3.2,91,41.6,2,0.9,3824,13,0.3,112,2.9,40,1,2145,56.1,1701,44.5,16,0.4,675,17.7,1679,43.9,0,0,2109,55.2,79,2.1,1903,49.8,36,16.4,116,53
"090905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,0,0,1,2.4,0,0,15,35.7,7,16.7,0,0,0,0,27,64.3,0,0,0,0,0,0,34,81,.,.,.,.
"091901",1,1.7,0,0,0,0,0,0,50,86.2,8,13.8,58,100,0,0,3,5.2,0,0,752,0,0,3,0.4,8,1,240,31.9,42,5.6,13,1.7,1,0.1,512,68.1,2,0.3,136,18.1,31,4.1,661,87.9,5,8.6,54,93.1
"091902",1,3.8,0,0,0,0,0,0,24,92.3,2,7.7,26,100,1,3.8,1,3.8,1,3.8,535,0,0,11,2.1,1,0.2,244,45.6,91,17,3,0.6,33,6.2,291,54.4,0,0,216,40.4,12,2.2,418,78.1,2,7.7,22,84.6
"091903",7,2.5,1,0.4,0,0,0,0,169,59.9,113,40.1,282,100,36,12.8,31,11,19,6.7,4530,35,0.8,447,9.9,87,1.8,2947,65.1,792,17.5,117,2.6,244,5.4,1583,34.9,5,0.1,1929,42.6,306,6.8,2828,62.4,33,11.7,188,66.7
"091905",4,5.3,0,0,2,2.7,0,0,68,90.7,7,9.3,75,100,0,0,9,12,2,2.7,1022,5,0.5,5,0.5,7,0.6,463,45.3,144,14.1,18,1.8,44,4.3,559,54.7,1,0.1,413,40.4,26,2.5,823,80.5,8,10.7,58,77.3
"091906",7,1.9,9,2.4,1,0.3,0,0,286,76.9,86,23.1,372,100,56,15.1,107,28.8,6,1.6,7145,168,2.4,928,13,178,2.2,4754,66.5,2646,37,93,1.3,1321,18.5,2391,33.5,2,0,3672,51.4,405,5.7,2903,40.6,38,10.2,186,50
"091907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,385,4,1,1,0.3,1,0.3,175,45.5,88,22.9,5,1.3,31,8.1,210,54.5,0,0,105,27.3,13,3.4,274,71.2,.,.,.,.
"091908",2,2.1,3,3.1,1,1,0,0,84,87.5,12,12.5,96,100,3,3.1,13,13.5,0,0,1395,0,0,21,1.5,6,0.4,390,28,151,10.8,14,1,29,2.1,1005,72,0,0,367,26.3,35,2.5,1174,84.2,14,14.6,74,77.1
"091909",4,3.9,0,0,0,0,0,0,85,82.5,18,17.5,103,100,0,0,7,6.8,3,2.9,1569,3,0.2,10,0.6,19,1.2,778,49.6,221,14.1,36,2.3,51,3.3,791,50.4,0,0,611,38.9,23,1.5,1276,81.3,5,4.9,89,86.4
"091910",0,0,0,0,0,0,0,0,29,56.9,22,43.1,51,100,3,5.9,6,11.8,0,0,775,5,0.6,45,5.8,9,1,347,44.8,76,9.8,2,0.3,19,2.5,428,55.2,0,0,213,27.5,34,4.4,613,79.1,6,11.8,42,82.4
"091913",4,5.6,1,1.4,0,0,0,0,61,85.9,10,14.1,71,100,0,0,8,11.3,1,1.4,1384,9,0.7,6,0.4,11,0.8,555,40.1,80,5.8,46,3.3,8,0.6,829,59.9,1,0.1,552,39.9,57,4.1,1185,85.6,8,11.3,57,80.3
"091914",4,5.6,0,0,0,0,0,0,58,81.7,13,18.3,71,100,2,2.8,5,7,3,4.2,841,1,0.1,4,0.5,16,1.7,409,48.6,78,9.3,14,1.7,21,2.5,432,51.4,0,0,353,42,37,4.4,707,84.1,7,9.9,57,80.3
"091917",0,0,2,3.3,0,0,0,0,45,73.8,16,26.2,61,100,0,0,16,26.2,2,3.3,795,4,0.5,9,1.1,4,0.5,244,30.7,169,21.3,8,1,57,7.2,551,69.3,0,0,249,31.3,25,3.1,580,73,6,9.8,41,67.2
"091918",6,9.4,0,0,0,0,0,0,54,84.4,10,15.6,64,100,3,4.7,1,1.6,2,3.1,684,2,0.3,9,1.3,2,0.3,331,48.4,34,5,6,0.9,6,0.9,353,51.6,2,0.3,218,31.9,22,3.2,609,89,8,12.5,52,81.3
"092801",4,7.1,0,0,0,0,0,0,50,89.3,6,10.7,56,100,2,3.6,2,3.6,0,0,174,1,0.6,11,6.3,0,0,41,23.6,39,22.4,0,0,0,0,133,76.4,0,0,133,76.4,3,1.7,120,69,3,5.4,48,85.7
"092901",4,3.6,1,0.9,0,0,0,0,92,83.6,18,16.4,110,100,20,18.2,8,7.3,0,0,1850,16,0.9,386,20.9,30,1.4,882,47.7,285,15.4,6,0.3,99,5.4,968,52.3,0,0,899,48.6,90,4.9,1067,57.7,18,16.4,77,70
"092902",7,3.2,2,0.9,0,0,0,0,180,81.4,41,18.6,221,100,39,17.6,57,25.8,2,0.9,4048,39,1,651,16.1,53,1.2,2392,59.1,1222,30.2,30,0.7,667,16.5,1656,40.9,3,0.1,2037,50.3,150,3.7,1953,48.2,20,9,114,51.6
"092903",15,2.8,7,1.3,0,0,0,0,405,76,128,24,533,100,233,43.7,132,24.8,0,0,8742,112,1.3,3297,37.7,108,1.1,6066,69.4,3176,36.3,58,0.7,1546,17.7,2676,30.6,15,0.2,4514,51.6,244,2.8,1840,21,34,6.4,146,27.4
"092904",8,3,3,1.1,0,0,0,0,233,86,38,14,271,100,45,16.6,50,18.5,2,0.7,4622,60,1.3,962,20.8,96,1.9,2854,61.7,1340,29,14,0.3,680,14.7,1768,38.3,4,0.1,2372,51.3,103,2.2,2139,46.3,18,6.6,163,60.1
"092906",0,0,1,1.3,0,0,0,0,62,81.6,14,18.4,76,100,7,9.2,11,14.5,1,1.3,1396,6,0.4,83,5.9,10,0.7,609,43.6,275,19.7,7,0.5,112,8,787,56.4,0,0,637,45.6,45,3.2,980,70.2,10,13.2,56,73.7
"092907",2,2.1,2,2.1,0,0,0,0,87,90.6,9,9.4,96,100,6,6.3,16,16.7,0,0,1869,29,1.6,206,11,13,0.6,690,36.9,257,13.8,18,1,104,5.6,1179,63.1,8,0.4,572,30.6,54,2.9,1297,69.4,3,3.1,70,72.9
"092908",2,2.5,0,0,0,0,0,0,51,63.8,29,36.3,80,100,3,3.8,7,8.8,1,1.3,1453,11,0.8,38,2.6,8,0.5,514,35.4,99,6.8,10,0.7,21,1.4,939,64.6,0,0,317,21.8,56,3.9,1239,85.3,8,10,67,83.8
"093901",2,4.1,1,2,0,0,0,0,46,93.9,3,6.1,49,100,5,10.2,6,12.2,1,2,823,2,0.2,68,8.3,12,1.4,332,40.3,131,15.9,6,0.7,42,5.1,491,59.7,0,0,338,41.1,10,1.2,606,73.6,1,2,34,69.4
"093903",0,0,0,0,0,0,0,0,28,77.8,8,22.2,36,100,0,0,5,13.9,0,0,451,0,0,16,3.5,8,1.6,204,45.2,65,14.4,0,0,3,0.7,247,54.8,0,0,141,31.3,3,0.7,367,81.4,3,8.3,31,86.1
"093904",1,0.6,0,0,0,0,0,0,134,84.3,25,15.7,159,100,35,22,59,37.1,0,0,3051,11,0.4,720,23.6,83,2.5,2190,71.8,1492,48.9,6,0.2,537,17.6,861,28.2,0,0,1956,64.1,33,1.1,789,25.9,14,8.8,64,40.3
"093905",0,0,0,0,0,0,0,0,10,71.4,4,28.6,14,100,1,7.1,1,7.1,0,0,144,0,0,20,13.9,1,0.6,89,61.8,12,8.3,0,0,0,0,55,38.2,0,0,19,13.2,0,0,112,77.8,3,21.4,12,85.7
"094901",3,0.7,6,1.5,0,0,0,0,361,87.4,52,12.6,413,100,21,5.1,254,61.5,0,0,7379,38,0.5,395,5.4,189,2.3,5040,68.3,5103,69.2,10,0.1,760,10.3,2339,31.7,3,0,3797,51.5,67,0.9,1763,23.9,47,11.4,129,31.2
"094902",52,5.1,27,2.7,4,0.4,2,0.2,940,92.6,73,7.2,1015,100,164,16.2,342,33.7,5,0.5,14586,286,2,1597,10.9,115,0.8,4117,28.2,5705,39.1,58,0.4,492,3.4,10469,71.8,44,0.3,6276,43,737,5.1,6159,42.2,73,7.2,421,41.5
"094903",1,0.9,2,1.7,0,0,9,7.7,103,88,5,4.3,117,100,2,1.7,48,41,0,0,1739,9,0.5,23,1.3,23,1.3,672,38.6,762,43.8,2,0.1,47,2.7,1067,61.4,1,0.1,502,28.9,24,1.4,918,52.8,10,8.5,64,54.7
"094904",3,2.8,0,0,0,0,0,0,80,73.4,29,26.6,109,100,4,3.7,38,34.9,1,0.9,1417,7,0.5,25,1.8,22,1.5,611,43.1,518,36.6,8,0.6,52,3.7,806,56.9,1,0.1,527,37.2,24,1.7,834,58.9,5,4.6,63,57.8
"095901",1,2.2,0,0,0,0,0,0,43,93.5,3,6.5,46,100,1,2.2,19,41.3,0,0,779,1,0.1,5,0.6,2,0.2,419,53.8,463,59.4,3,0.4,21,2.7,360,46.2,0,0,389,49.9,9,1.2,298,38.3,4,8.7,25,54.3
"095902",0,0,0,0,0,0,0,0,12,100,0,0,12,100,0,0,7,58.3,0,0,112,1,0.9,0,0,1,0.8,88,78.6,70,62.5,0,0,3,2.7,24,21.4,0,0,38,33.9,0,0,41,36.6,2,16.7,5,41.7
"095903",0,0,0,0,0,0,5,14.7,24,70.6,5,14.7,34,100,3,8.8,20,58.8,0,0,653,3,0.5,11,1.7,2,0.3,481,73.7,437,66.9,4,0.6,47,7.2,172,26.3,0,0,301,46.1,12,1.8,186,28.5,4,11.8,11,32.4
"095904",1,5.9,0,0,0,0,1,5.9,16,94.1,0,0,17,100,0,0,11,64.7,0,0,243,0,0,3,1.2,4,1.3,179,73.7,194,79.8,0,0,35,14.4,64,26.3,0,0,131,53.9,0,0,46,18.9,1,5.9,5,29.4
"095905",1,0.3,1,0.3,0,0,0,0,282,89.5,33,10.5,315,100,12,3.8,227,72.1,4,1.3,5553,19,0.3,216,3.9,66,1.1,4239,76.3,4294,77.3,18,0.3,326,5.9,1314,23.7,5,0.1,3253,58.6,62,1.1,939,16.9,22,7,70,22.2
"096904",1,2.3,1,2.3,0,0,0,0,37,86,6,14,43,100,2,4.7,21,48.8,0,0,538,1,0.2,45,8.4,4,0.7,374,69.5,303,56.3,1,0.2,57,10.6,164,30.5,0,0,225,41.8,3,0.6,185,34.4,6,14,18,41.9
"096905",1,5,0,0,0,0,0,0,19,95,1,5,20,100,1,5,9,45,0,0,189,0,0,6,3.2,0,0,91,48.1,59,31.2,0,0,9,4.8,98,51.9,0,0,60,31.7,2,1.1,122,64.6,2,10,9,45
"097902",0,0,0,0,0,0,0,0,8,66.7,4,33.3,12,100,0,0,1,8.3,0,0,754,3,0.4,5,0.7,7,0.8,385,51.1,119,15.8,2,0.3,30,4,369,48.9,0,0,293,38.9,13,1.7,612,81.2,0,0,11,91.7
"097903",0,0,0,0,0,0,0,0,30,85.7,5,14.3,35,100,0,0,7,20,0,0,571,0,0,1,0.2,5,0.8,338,59.2,143,25,1,0.2,47,8.2,233,40.8,0,0,258,45.2,2,0.4,424,74.3,1,2.9,28,80
"098901",0,0,0,0,0,0,0,0,29,90.6,3,9.4,32,100,0,0,17,53.1,0,0,446,2,0.4,0,0,0,0,195,43.7,227,50.9,1,0.2,85,19.1,251,56.3,0,0,200,44.8,2,0.4,214,48,5,15.6,15,46.9
"098903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,123,0,0,0,0,0,0,57,46.3,37,30.1,0,0,17,13.8,66,53.7,0,0,66,53.7,1,0.8,85,69.1,.,.,.,.
"098904",1,1.8,1,1.8,0,0,0,0,52,91.2,5,8.8,57,100,0,0,32,56.1,0,0,879,4,0.5,0,0,0,0,500,56.9,587,66.8,0,0,187,21.3,379,43.1,0,0,445,50.6,7,0.8,281,32,4,7,23,40.4
"099902",2,16.7,0,0,0,0,0,0,10,83.3,2,16.7,12,100,0,0,2,16.7,0,0,183,1,0.5,6,3.3,1,0.4,146,79.8,67,36.6,2,1.1,39,21.3,37,20.2,0,0,102,55.7,8,4.4,99,54.1,2,16.7,8,66.7
"099903",0,0,0,0,0,0,0,0,25,69.4,11,30.6,36,100,1,2.8,15,41.7,0,0,552,6,1.1,18,3.3,1,0.2,418,75.7,179,32.4,1,0.2,7,1.3,134,24.3,0,0,165,29.9,25,4.5,323,58.5,9,25,20,55.6
"100903",0,0,0,0,0,0,0,0,76,84.4,14,15.6,90,100,18,20,3,3.3,1,1.1,1223,7,0.6,145,11.9,10,0.7,595,48.7,68,5.6,7,0.6,27,2.2,628,51.3,1,0.1,513,41.9,19,1.6,976,79.8,6,6.7,68,75.6
"100904",3,1.7,2,1.1,0,0,0,0,131,74.9,44,25.1,175,100,30,17.1,10,5.7,0,0,2784,12,0.4,498,17.9,100,3.3,1570,56.4,192,6.9,18,0.6,48,1.7,1214,43.6,3,0.1,1563,56.1,85,3.1,1976,71,15,8.6,130,74.3
"100905",2,1.8,1,0.9,0,0,0,0,103,90.4,11,9.6,114,100,19,16.7,5,4.4,1,0.9,2221,9,0.4,190,8.6,29,1.3,778,35,193,8.7,5,0.2,83,3.7,1443,65,0,0,772,34.8,30,1.4,1794,80.8,7,6.1,86,75.4
"100907",0,0,3,1.2,0,0,0,0,214,84.9,38,15.1,252,100,0,0,21,8.3,0,0,3883,39,1,10,0.3,31,0.8,1101,28.4,306,7.9,19,0.5,87,2.2,2782,71.6,2,0.1,1410,36.3,60,1.5,3447,88.8,13,5.2,228,90.5
"100908",0,0,0,0,0,0,0,0,22,73.3,8,26.7,30,100,0,0,1,3.3,0,0,584,0,0,2,0.3,6,0.9,275,47.1,17,2.9,6,1,2,0.3,309,52.9,3,0.5,310,53.1,9,1.5,547,93.7,7,23.3,29,96.7
